3.64295691086084,338.60500502586365,26
2.8198053341874045,346.851211309433,27
2.553957505138037,330.0696315765381,25
7.244917123432497,325.2426481246948,26
4.165852905965247,340.0826461315155,27
1.9311057483735694,295.358909368515,13
1.9567479917903297,395.59600162506104,14
1.4852382130227575,355.01960492134094,13
2.3516792216566733,367.81631207466125,13
2.163536937617053,382.151771068573,14
2.1313572831559924,815.6258594989777,14
1.7750524941581525,862.9206573963165,14
2.4176178097628496,820.7603120803833,16
2.06665060174223,718.3373420238495,14
2.3248951341757644,810.5262765884399,14
1.6746095866138968,390.4626076221466,17
1.9808822306515397,349.3252947330475,17
1.6441309062075258,310.43760776519775,15
1.946227194769413,401.42584896087646,19
1.6615757821454864,364.6832513809204,17
3.1144045810435657,416.88608503341675,24
2.2623668353822035,332.72321462631226,22
3.2430394395626325,339.3105523586273,25
3.1439842657043178,364.379953622818,26
3.5072842538692597,347.34333300590515,25
2.859916930776968,371.81507682800293,27
2.051200582559143,352.3654646873474,26
2.1750222293988326,315.9299900531769,23
2.203313404616766,346.27344727516174,26
2.52912920433327,345.43959641456604,26
0.985427734782496,375.6438567638397,28
2.392235876316341,358.00072383880615,26
2.537530296863243,376.76073122024536,27
2.087027250791427,369.0062041282654,27
2.417212512489958,365.7986934185028,26
2.482833661117092,372.2307617664337,27
1.6321347218287843,371.9756200313568,27
2.7575779180355724,383.36040472984314,28
2.3540414787488553,361.6578643321991,26
1.8287769388983115,380.55487394332886,27
2.5381411828246203,363.76787281036377,26
2.5504686858425583,352.2056019306183,26
2.5471509899470286,387.832439661026,28
1.8998272839385293,360.15444684028625,26
1.862492969046161,391.2105143070221,28
2.707999352468935,379.24722146987915,28
2.527886246573398,434.7393088340759,29
2.2791941927837733,373.4974453449249,26
1.4350795673418681,466.04172706604004,32
2.3919098222190214,439.21992564201355,29
1.3547308864997172,392.0165169239044,27
1.8944870609502629,439.3449649810791,30
1.9430398206142039,449.2852551937103,30
2.1002451592645963,387.2332742214203,26
2.3881190156445906,448.6803548336029,28
2.343402590913586,402.8445317745209,27
1.510962056849342,388.3035659790039,26
1.890992433973131,417.0838358402252,27
1.8966180943254591,421.5377447605133,27
2.097202831808383,476.858238697052,31
2.4112533126662843,423.94494676589966,26
2.650610076830008,483.6437044143677,28
2.75310195130982,503.1347315311432,30
2.4081397036680587,467.1064565181732,28
2.5604466793597176,479.06019735336304,27
2.520417271961637,577.0279791355133,34
1.4951473465538798,462.5419211387634,26
2.0574647211691066,476.8107440471649,27
2.718123004516273,534.7908892631531,31
1.7053837308220707,429.31871032714844,24
2.3952433283006593,424.071702003479,26
1.7711401046811492,448.0092737674713,27
2.3456341531629046,453.5494840145111,28
2.0652984916143904,439.9393947124481,27
2.157302465237084,427.8066861629486,27
2.1331548773441367,390.0384714603424,26
2.034102564506076,417.0918731689453,28
2.437981700095892,447.7173385620117,30
1.8021106031032714,412.08031487464905,28
